Hello, this is my output text!Hello, this is my output text!Hello, this is my output text!Hello, this is my output text!Hello, this is my output text!
Hello, this is my output text!Hello, this is my output text!Hello, this is my output text!Hello, this is my output text!
Hello, this is my output text!
Hello, this is my output text!
Hello, this is my output text!
Hello, this is my output text!
Hello, this is my output text!
{dt} - {action} {stockName} at ${currentPrice}. {indicator} is at {indicatorNumber}
2025-02-25 01:06:51.802465+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:06:53.104981+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:09:00.228972+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:09:01.463230+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:09:02.667517+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:09:03.933492+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:09:05.194194+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:09:06.508827+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:09:07.762668+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:09:09.032380+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:09:10.268467+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:09:11.572183+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:09:12.836043+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:09:14.109659+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:09:15.365349+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:09:16.611072+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:09:17.877317+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:09:19.185962+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:09:20.470426+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:09:21.740063+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:09:22.960345+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:09:24.233272+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:09:25.502106+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:09:26.905733+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:09:28.340520+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:09:29.852571+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:09:31.206428+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:09:32.453685+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:09:33.714427+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:09:35.091884+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:09:36.353509+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:09:37.706197+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:09:38.985702+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:09:40.187468+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:09:41.519248+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:09:42.901526+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:09:44.102275+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:09:45.392574+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:09:46.654228+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:09:47.943012+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:09:49.231709+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:09:50.539008+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:09:51.794125+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:09:53.053412+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:09:54.302524+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:09:55.604957+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:09:56.875566+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:09:58.119746+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:09:59.397365+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:10:00.684250+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:10:01.943721+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:10:03.353127+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:10:04.610240+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:10:05.887537+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:10:07.172957+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:10:08.460335+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:10:09.719341+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:10:10.977353+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:10:12.227810+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:10:13.476145+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:10:14.760372+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:10:16.025451+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:10:17.323316+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:10:18.601476+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:10:19.857672+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:10:21.121327+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:10:22.384323+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:10:23.710203+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:10:25.009710+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:10:26.292903+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:10:27.641476+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:10:28.908866+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:10:30.843116+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:10:32.543188+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:10:34.406679+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:10:36.001168+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:10:37.225980+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:10:38.483128+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:10:39.741961+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:10:41.032928+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:10:42.320574+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:10:43.703621+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:10:44.963282+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:10:46.257735+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:10:47.543341+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:10:48.792119+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:10:50.038929+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:10:51.296179+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:10:52.559248+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:10:53.813264+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:10:55.109965+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:10:56.364912+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:10:57.640828+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:10:58.905134+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:11:00.151466+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:11:01.409825+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:11:02.654138+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:11:03.932704+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:11:05.226037+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:11:06.703853+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:11:07.986488+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:11:09.210442+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:11:10.483012+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:11:11.735780+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:11:13.007591+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:11:14.281980+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:11:15.538901+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:11:16.785865+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:11:18.040374+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:11:19.308241+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:11:20.572370+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:11:21.832551+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:11:23.133058+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:11:24.397841+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:11:25.711457+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:11:26.975283+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:11:28.247893+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:11:29.582097+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:11:30.890358+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:11:32.191232+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:11:33.524143+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:11:34.810686+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:11:36.080813+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:11:37.337136+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:11:38.610643+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:11:39.813881+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:11:41.109423+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:11:42.371642+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:11:43.712870+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:11:44.951806+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:11:46.737590+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:11:48.101878+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:11:49.486360+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:11:50.738067+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:11:52.034119+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:11:53.296883+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:11:54.622894+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:11:55.858893+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:11:57.103301+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:11:58.342115+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:11:59.636554+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:12:00.868292+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:12:02.866917+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:12:04.155494+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:12:05.534043+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:12:07.565096+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:12:09.420324+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:12:11.478682+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:12:12.774570+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:12:14.073519+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:12:15.327444+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:12:16.648382+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:12:17.908792+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:12:19.191737+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:12:20.451754+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:12:21.727615+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:12:23.027171+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:12:24.291952+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:12:25.550808+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:12:26.804789+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:12:28.061446+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:12:29.336773+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:12:30.658498+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:12:31.969514+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:12:33.257976+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:12:34.469278+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:12:35.705044+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:12:36.953931+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:12:38.222142+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:12:39.489800+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:12:40.763781+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:12:42.028312+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:12:43.328381+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:12:44.623242+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:12:45.886983+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:12:47.159639+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:12:48.427467+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:12:49.665686+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:12:50.921627+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:12:52.170434+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:12:53.469531+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:12:54.726282+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:12:55.968084+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:12:57.206910+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:12:58.512070+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:12:59.770074+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:13:01.020026+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:13:02.286204+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:13:03.643988+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:13:04.915177+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:13:06.837462+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:13:08.178810+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:13:09.450113+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:13:10.746707+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:13:12.096652+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:13:13.403649+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:13:14.654018+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:13:15.946377+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:13:17.209865+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:13:18.456316+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:13:19.719338+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:13:21.026367+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:13:22.294303+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:13:23.585107+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:13:24.828224+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:13:26.101423+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:13:27.347108+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:13:28.623597+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:13:29.907337+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:13:31.202335+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:13:32.517088+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:13:33.884733+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:13:35.191307+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:13:36.520455+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:13:37.741884+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:13:39.110733+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:13:40.377031+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:13:41.628934+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:13:42.889091+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:13:44.160646+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:13:45.437002+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:13:46.686204+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:13:47.944971+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:13:49.206887+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:13:50.585917+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:13:51.843595+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:13:53.144267+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:13:54.427246+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:13:55.685539+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:13:56.938081+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:13:58.180738+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:13:59.436834+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:14:00.656357+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:14:01.900861+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:14:03.169129+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:14:04.454733+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:14:05.735569+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:14:07.018399+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:14:08.278392+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
2025-02-25 01:14:09.581016+00:00 - Skipped CP at $nan. RSI is at 45.29590728469752
2025-02-25 01:14:10.850163+00:00 - Skipped MGA at $nan. RSI is at 43.023614324068184
2025-02-25 01:14:12.160610+00:00 - Skipped WCN at $nan. RSI is at 59.28646301604691
2025-02-25 01:14:13.403213+00:00 - Skipped MFC at $nan. RSI is at 49.1661966492904
2025-02-25 01:14:14.701996+00:00 - Skipped SLF at $nan. RSI is at 36.717386166043916
2025-02-25 01:14:15.984497+00:00 - Skipped GIB at $nan. RSI is at 37.87062209046505
2025-02-25 01:14:17.262098+00:00 - Skipped OTEX at $nan. RSI is at 37.71689384386845
2025-02-25 01:14:18.552888+00:00 - Skipped PBA at $nan. RSI is at 42.19242917097586
2025-02-25 01:14:19.842642+00:00 - Skipped TRP at $nan. RSI is at 34.985384448335935
2025-02-25 01:14:21.119165+00:00 - sell BTG at $nan. RSI is at 69.53205873851897
2025-02-25 01:14:22.392985+00:00 - buy CCJ at $nan. RSI is at 31.870854249699036
2025-02-25 01:14:23.682724+00:00 - Skipped NTR at $nan. RSI is at 54.92000254377113
2025-02-25 01:14:24.961726+00:00 - Skipped SU at $nan. RSI is at 50.59592998833527
2025-02-25 01:14:26.204242+00:00 - Skipped NVDA at $nan. RSI is at 46.41143375708194
2025-02-25 01:14:27.485652+00:00 - Skipped TSLA at $nan. RSI is at 35.0147733258122
2025-02-25 01:14:28.713769+00:00 - Skipped ARM at $nan. RSI is at 40.436716909838296
2025-02-25 01:14:30.006754+00:00 - Skipped SERV at $nan. RSI is at 38.40431669427016
2025-02-25 01:14:31.257805+00:00 - Skipped RY at $nan. RSI is at 42.56102019621973
2025-02-25 01:14:32.555673+00:00 - sell TD at $nan. RSI is at 60.71205933194024
2025-02-25 01:14:33.848906+00:00 - Skipped ENB at $nan. RSI is at 33.71929515815137
2025-02-25 01:14:35.206969+00:00 - Skipped SHOP at $nan. RSI is at 46.89515057100902
2025-02-25 01:14:36.511944+00:00 - Skipped BAM at $nan. RSI is at 50.20815272872302
2025-02-25 01:14:37.762601+00:00 - Skipped BN at $nan. RSI is at 42.92691812731351
2025-02-25 01:14:39.001747+00:00 - Skipped BMO at $nan. RSI is at 51.311509480153816
2025-02-25 01:14:40.298687+00:00 - Skipped CNI at $nan. RSI is at 43.727487723172594
